signal_input_id,snapshot_id,timestamp_utc,tracking_id,parent_market_name,market_name,primary_outcome_to_track,region,bucket,system_type,underlying_event_group,gamma_market_id,condition_id,exact_polymarket_slug,market_url,token_label,token_id,outcome_contract_question,source_orderbook_status,best_bid,best_ask,mid,spread,comparison_price,price_type,executable_buy_price,executable_sell_price,bid_size_at_best,ask_size_at_best,bid_depth_1c,bid_depth_3c,bid_depth_5c,ask_depth_1c,ask_depth_3c,ask_depth_5c,total_bid_depth,total_ask_depth,liquidity_flags,signal_ready,skip_reason,book_timestamp,book_hash
20260626T151548Z:RSO-0011:YES:11,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0011,Republican House seats after 2026 midterms,Republican House seats after 2026 midterms — 215-219,215-219,US,us_national,us_federal,us_house_seat_range_2026,919495,0x0d8711f5f475002d8236dcf4c848882aee7a2f34a515dda6ff0623906bf862a3,will-the-republican-party-hold-between-215-and-219-house-seats-after-the-2026-midterm-elections,https://polymarket.com/event/will-the-republican-party-hold-between-215-and-219-house-seats-after-the-2026-midterm-elections,YES,60694193343700070785132990153245047299390401777230625432234093346484633438371,Will the Republican Party hold between 215 and 219 House seats after the 2026 midterm elections?,OK,0.006,0.012,0.009,0.006,0.009,mid,0.012,0.006,15,7,2077983.17,2077983.17,2077983.17,1264.66,2254.77,2780.77,2077983.17,427876.52,,true,,1782486914032,d7d716d8863909ea3b7debd8aa9e6a51827b0d0a
20260626T151548Z:RSO-0012:YES:12,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0012,Republican House seats after 2026 midterms,Republican House seats after 2026 midterms — 220-224,220-224,US,us_national,us_federal,us_house_seat_range_2026,919496,0xba093f5c98e6c7d389a18ad4849ce5e82c2238f6daaf40755c1399d093e9a8f4,will-the-republican-party-hold-between-220-and-224-house-seats-after-the-2026-midterm-elections,https://polymarket.com/event/will-the-republican-party-hold-between-220-and-224-house-seats-after-the-2026-midterm-elections,YES,11440416578482803281113271939006595670566573058595214243294246034853366786529,Will the Republican Party hold between 220 and 224 House seats after the 2026 midterm elections?,NO_BIDS,,0.001,,,0.001,ask_only,0.001,,,106804.18,,,,1252906.4,1305637.1,1308262.1,0,14464902.9,no_bids,true,,1782486944952,3b6c5b4273deb2744653d2060906c1fd540c2fe0
20260626T151548Z:RSO-0013:YES:13,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0013,Republican House seats after 2026 midterms,Republican House seats after 2026 midterms — 225-229,225-229,US,us_national,us_federal,us_house_seat_range_2026,919497,0x2a576fa3ba72588ab56857b87e870f31f2c2e3e0a3e88943ebd207a8952af3f1,will-the-republican-party-hold-between-225-and-229-house-seats-after-the-2026-midterm-elections,https://polymarket.com/event/will-the-republican-party-hold-between-225-and-229-house-seats-after-the-2026-midterm-elections,YES,44021367593004066376259961625159230858755451295969387051970594277311771462296,Will the Republican Party hold between 225 and 229 House seats after the 2026 midterm elections?,OK,0.42,0.44,0.43,0.02,0.43,mid,0.44,0.42,371.28,1270.89,4455.1,11318.57,11742.57,4585.61,12629.16,18305.24,743242.69,796287.12,,true,,1782486947727,046bf925c561f48c035633a34784fbe97aa88f85
20260626T151548Z:RSO-0014:YES:14,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0014,Republican House seats after 2026 midterms,Republican House seats after 2026 midterms — 230+,230+,US,us_national,us_federal,us_house_seat_range_2026,919498,0x217a8a10e4ec9f7d12d5b94024d4853f326c9b0de14b119b62d8b779f67d8111,will-the-republican-party-hold-230-or-more-house-seats-after-the-2026-midterm-elections,https://polymarket.com/event/will-the-republican-party-hold-230-or-more-house-seats-after-the-2026-midterm-elections,YES,93609386279271538145284495213602532023820232074612322223448573915979176212698,Will the Republican Party hold 230 or more House seats after the 2026 midterm elections?,OK,0.007,0.039,0.023,0.032,0.023,mid,0.039,0.007,100,100,4269.12,4269.12,4269.12,200,533,533,4269.12,124321.49,,true,,1782486944495,88ee31999771adfd9cb446e930fa13eafcdf3674
20260626T151548Z:RSO-0015:YES:15,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0015,Republican Senate seats after 2026 midterms,Republican Senate seats after 2026 midterms — ≤47,≤47,US,us_national,us_federal,us_senate_seat_range_2026,943819,0x46c862237fc39f6357ce2efa748274e4539c1ffe60cd6a89e3fe689373fa27a8,will-the-republican-party-hold-47-or-fewer-senate-seats-after-the-2026-midterm-elections,https://polymarket.com/event/will-the-republican-party-hold-47-or-fewer-senate-seats-after-the-2026-midterm-elections,YES,89624669145341997724697326849445716755183665898947701894080018635919612252707,Will the Republican Party hold 47 or fewer Senate seats after the 2026 midterm elections?,OK,0.02,0.032,0.026,0.012,0.026,mid,0.032,0.02,3.74,40.7,82.14,704.8,704.8,237.7,1787.22,3342.7,704.8,74926.15,,true,,1782486945585,9567de1099d71d8778e7ec4ee2291290c76d57e1
20260626T151548Z:RSO-0021:YES:16,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0021,Republican Senate seats after 2026 midterms,Republican Senate seats after 2026 midterms — 53,53,US,us_national,us_federal,us_senate_seat_range_2026,943825,0x812d9ea644c58f1e889643bbd9184e9c5fdacbba55d1f9fef2eb2d55ce5dc1c2,will-the-republican-party-hold-exactly-53-senate-seats-after-the-2026-midterm-elections,https://polymarket.com/event/will-the-republican-party-hold-exactly-53-senate-seats-after-the-2026-midterm-elections,YES,15394416147421266264002744586901575755411758481406494583013250092373628427765,Will the Republican Party hold exactly 53 Senate seats after the 2026 midterm elections?,OK,0.004,0.007,0.0055,0.003,0.0055,mid,0.007,0.004,10966.26,47.67,2067268.68,2067268.68,2067268.68,354.18,635.18,1083.18,2067268.68,436222.7,,true,,1782486934239,d57109e6aa5011235ae10d0ec465614c9a5cf123
20260626T151548Z:RSO-0022:YES:17,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0022,Republican Senate seats after 2026 midterms,Republican Senate seats after 2026 midterms — 54,54,US,us_national,us_federal,us_senate_seat_range_2026,943826,0x38fa3007c7be18a217849262667e39266341cb2fd7b5f8da75472b0a9e420480,will-the-republican-party-hold-exactly-54-senate-seats-after-the-2026-midterm-elections,https://polymarket.com/event/will-the-republican-party-hold-exactly-54-senate-seats-after-the-2026-midterm-elections,YES,13278443981418985302116823794751942747516190107446009911143426402863687470127,Will the Republican Party hold exactly 54 Senate seats after the 2026 midterm elections?,OK,0.36,0.37,0.365,0.01,0.365,mid,0.37,0.36,64.15,589.03,225.95,1497.5,2059.55,2111.99,4836.69,5417.62,44520.82,61586.38,,true,,1782486947822,875a843d773f49973fbeda10fa837b47bda63740
20260626T151548Z:RSO-0023:YES:18,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0023,Republican Senate seats after 2026 midterms,Republican Senate seats after 2026 midterms — 55,55,US,us_national,us_federal,us_senate_seat_range_2026,943827,0x77051d8ddec1e312de90cdf2ce026ce1c4df4c1c264cfa1525e55995b542fb0c,will-the-republican-party-hold-exactly-55-senate-seats-after-the-2026-midterm-elections,https://polymarket.com/event/will-the-republican-party-hold-exactly-55-senate-seats-after-the-2026-midterm-elections,YES,10750997471908598562514411969554157596465059745769943341362824315243580377116,Will the Republican Party hold exactly 55 Senate seats after the 2026 midterm elections?,OK,0.48,0.52,0.5,0.04,0.5,mid,0.52,0.48,50,300,218.61,1198.16,1198.16,1460.38,2533.89,3373.88,528108.89,563387.36,,true,,1782486947433,98503096f9a575cca16c6db39d1b6bc4a8ec9aee
20260626T151548Z:RSO-0024:YES:19,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0024,Republican Senate seats after 2026 midterms,Republican Senate seats after 2026 midterms — 56,56,US,us_national,us_federal,us_senate_seat_range_2026,943828,0xe831d837e17278de50029fcf609d1c72338ed4e1352ce8a4fb7406ddef3c63ad,will-the-republican-party-hold-exactly-56-senate-seats-after-the-2026-midterm-elections,https://polymarket.com/event/will-the-republican-party-hold-exactly-56-senate-seats-after-the-2026-midterm-elections,YES,9273056014077248525737106426866852410841224250259842453481519298611852217348,Will the Republican Party hold exactly 56 Senate seats after the 2026 midterm elections?,OK,0.005,0.007,0.006,0.002,0.006,mid,0.007,0.005,5743.96,4566.95,614085.92,614085.92,614085.92,22416.11,23641.03,25171.4,614085.92,13903005.48,,true,,1782486943476,63d48643d9254433a3f3c56e44a069ef5e328776
20260626T151548Z:RSO-0025:YES:20,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0025,Republican Senate seats after 2026 midterms,Republican Senate seats after 2026 midterms — 57+,57+,US,us_national,us_federal,us_senate_seat_range_2026,943829,0x5d763463cd2a9bd939d49bbb5b4bbaf5fc2cd9ecee5966e6fcce0b6de57179fc,will-the-republican-party-hold-57-or-more-senate-seats-after-the-2026-midterm-elections,https://polymarket.com/event/will-the-republican-party-hold-57-or-more-senate-seats-after-the-2026-midterm-elections,YES,106446804142822856909456712516050968287728263341329924913008459244064245181608,Will the Republican Party hold 57 or more Senate seats after the 2026 midterm elections?,OK,0.6,0.66,0.63,0.06,0.63,mid,0.66,0.6,7.24,50,278.24,278.24,278.24,50,50,50,6133.48,5844.6,,true,,1782486947714,8b8cc5a0379cdbac211fe61ac42e570335095a62
20260626T151548Z:RSO-0026:YES:21,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0026,Maine Senate Election Winner,Maine Senate Election Winner — Democrat,Democrat,US,us_senate,us_statewide,maine_senate_2026,630772,0x66bbf6d55e0296278858b3147689f3df9259374f158f9f028b608baa322a639c,will-the-democrats-win-the-maine-senate-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-maine-senate-race-in-2026,YES,7589880081658059374445882095611024032084645048848237404312287942463647821549,Will the Democrats win the Maine Senate race in 2026?,OK,0.018,0.019,0.0185,0.001,0.0185,mid,0.019,0.018,244.45,265.65,2274.45,2060006.52,2060006.52,1345.39,6089.64,7193.64,2060006.52,672122.8,,true,,1782486948320,b0caaa0f2f6b9f07e990d1a52ac7501a300388b1
20260626T151548Z:RSO-0027:YES:22,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0027,Maine Senate Election Winner,Maine Senate Election Winner — Republican,Republican,US,us_senate,us_statewide,maine_senate_2026,630773,0x2c00cb09722a0f0501c5e49131b898ed57bb5c075db4dc2bcbc14908f45b8c48,will-the-republicans-win-the-maine-senate-race-in-2026,https://polymarket.com/event/will-the-republicans-win-the-maine-senate-race-in-2026,YES,2142948285506077695096498341598672159464223074468931276310105532825810210121,Will the Republicans win the Maine Senate race in 2026?,OK,0.03,0.031,0.0305,0.001,0.0305,mid,0.031,0.03,989.44,15.37,10825.66,1414304.37,1414304.37,5310.93,53464.81,57034.54,1414304.37,13369686.25,,true,,1782486945026,c6b790ecb30791a2ce8c305ff49468ed83b62219
20260626T151548Z:RSO-0028:YES:23,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0028,Texas Senate Election Winner,Texas Senate Election Winner — Ken Paxton (R),Ken Paxton (R),US,us_senate,us_statewide,texas_senate_2026,630964,0x94521176f57d2ce81dde01e0b7699ca4279423042d37ed53908f0c8bfefe7e14,will-the-republicans-win-the-texas-senate-race-in-2026,https://polymarket.com/event/will-the-republicans-win-the-texas-senate-race-in-2026,YES,21265207456609426291246075480390336499088453711419597084147957999650569091884,Will the Republicans win the Texas Senate race in 2026?,OK,0.012,0.013,0.0125,0.001,0.0125,mid,0.013,0.012,7833.28,11567.34,257934.21,1065977.21,1065977.21,22626.51,45049.3,89969.55,1065977.21,24168692.51,,true,,1782486945026,fdccbd7bc513dc8e31f110604a16428a96e79bed
20260626T151548Z:RSO-0029:YES:24,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0029,Texas Senate Election Winner,Texas Senate Election Winner — James Talarico (D),James Talarico (D),US,us_senate,us_statewide,texas_senate_2026,630963,0x34918035a590555ba1fb1d6a019d766ab6e557d63e7f3140b63b4550eee7f417,will-the-democrats-win-the-texas-senate-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-texas-senate-race-in-2026,YES,15290572385458522370285732869432740297199321382471116558439914335588167718663,Will the Democrats win the Texas Senate race in 2026?,OK,0.007,0.008,0.0075,0.001,0.0075,mid,0.008,0.007,428.59,160.03,2109679.26,2109679.26,2109679.26,360.04,2632.16,3942.11,2109679.26,470437.32,,true,,1782486947186,1c5e383fac64d61b7d16028dcf84d8b86ae4f5b9
20260626T151548Z:RSO-0030:YES:25,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0030,Alaska Senate Election Winner,Alaska Senate Election Winner — Mary Peltola,Mary Peltola,US,us_senate,us_statewide,alaska_senate_2026,634976,0x19d2ff72e389d190c183e6b114817301d29eba651d67d75a38ee201a05188fd9,will-mary-peltola-win-the-alaska-senate-race-in-2026,https://polymarket.com/event/will-mary-peltola-win-the-alaska-senate-race-in-2026,YES,72139607190315861034411702195742538105117960260100800877125381826122747504258,Will Mary Peltola win the Alaska Senate race in 2026?,OK,0.002,0.004,0.003,0.002,0.003,mid,0.004,0.002,84,661.17,24079.88,24079.88,24079.88,691.17,851.17,851.17,24079.88,181135.66,,true,,1782486946640,7b88d82e5f8cff51c465a0359b01d5edba7f3eb8
20260626T151548Z:RSO-0031:YES:26,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0031,Alaska Senate Election Winner,Alaska Senate Election Winner — Dan Sullivan,Dan Sullivan,US,us_senate,us_statewide,alaska_senate_2026,634974,0x741bb46008b72234857c5118c8365ab3c2f69dbf28b30b59de04f173b8a778de,will-dan-sullivan-win-the-alaska-senate-race-in-2026,https://polymarket.com/event/will-dan-sullivan-win-the-alaska-senate-race-in-2026,YES,2618138322856109565904469085316346602627882727483900432328802655317079880335,Will Dan Sullivan win the Alaska Senate race in 2026?,OK,0.14,0.15,0.145,0.01,0.145,mid,0.15,0.14,921.51,10.94,1582.47,2579.49,3678.78,482.94,4448.55,6441.98,4861.2,107966,,true,,1782486945886,411ccf88224330a895054e4ffe21c69d970337e2
20260626T151548Z:RSO-0032:YES:27,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0032,Alaska Senate Election Winner,Alaska Senate Election Winner — Dustin Darden,Dustin Darden,US,us_senate,us_statewide,alaska_senate_2026,634977,0xec751bd3e1cf4d22a1dee41ee85c7304bdb7b6ed6dccc807e88ef2603b4a6449,will-dustin-darden-win-the-alaska-senate-race-in-2026,https://polymarket.com/event/will-dustin-darden-win-the-alaska-senate-race-in-2026,YES,29311755935786363205680204536643787054260832125056777867606384726291200747800,Will Dustin Darden win the Alaska Senate race in 2026?,OK,0.002,0.003,0.0025,0.001,0.0025,mid,0.003,0.002,2111,645.06,2053200.21,2053200.21,2053200.21,1037.03,1978.02,2648.02,2053200.21,448910.96,,true,,1782486948266,02650272a01d899bde75a05010bc4bf71cf60abf
20260626T151548Z:RSO-0033:YES:28,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0033,Alaska Senate Election Winner,Alaska Senate Election Winner — Ann Diener,Ann Diener,US,us_senate,us_statewide,alaska_senate_2026,634975,0xa26ab383a1f115fa8d2b0fcbac29bcd6a9843ec8c1d160b0a122917230c3c96a,will-ann-diener-win-the-alaska-senate-race-in-2026,https://polymarket.com/event/will-ann-diener-win-the-alaska-senate-race-in-2026,YES,20310786951537091150920478212676759242565921145568245906943451694162568762258,Will Ann Diener win the Alaska Senate race in 2026?,NO_BIDS,,0.001,,,0.001,ask_only,0.001,,,1465.48,,,,1465.48,6753.14,6753.14,0,5361508.86,no_bids,true,,1782486928390,c8fa9a168eacdbe98885edcc7b1dbfc6abbf6f7e
20260626T151548Z:RSO-0034:YES:29,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0034,Alaska Senate Election Winner,Alaska Senate Election Winner — Richard Grayson,Richard Grayson,US,us_senate,us_statewide,alaska_senate_2026,634978,0x998ee2bd25cea8e07eaf1b1f1be82ba6c3ecfd74c28a87497786103d84fd06d8,will-richard-grayson-win-the-alaska-senate-race-in-2026,https://polymarket.com/event/will-richard-grayson-win-the-alaska-senate-race-in-2026,YES,59588004575158257289531312065982350985369269880352045258164216668046489178917,Will Richard Grayson win the Alaska Senate race in 2026?,OK,0.001,0.002,0.0015,0.001,0.0015,mid,0.002,0.001,851596.2,643510.57,851596.2,851596.2,851596.2,771664.38,850083.97,850297.09,851596.2,14480457.75,,true,,1782486947487,2e136e47dd148cb85a61aa12e30430cb41edee39
20260626T151548Z:RSO-0035:YES:30,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0035,Nebraska Senate Election Winner,Nebraska Senate Election Winner — Republican,Republican,US,us_senate,us_statewide,nebraska_senate_2026,634892,0x71e9f5312aac62bdc9b87fa8d171fa929eca6243d815298c4c7d61303f7d53dd,will-the-republicans-win-the-nebraska-senate-race-in-2026,https://polymarket.com/event/will-the-republicans-win-the-nebraska-senate-race-in-2026,YES,92576281548134350814800877416860562553699794074017301653635964206220838638047,Will the Republicans win the Nebraska Senate race in 2026?,OK,0.28,0.31,0.295,0.03,0.295,mid,0.31,0.28,55,1142.3,55,165,165,1347.38,1347.38,1347.38,230744.82,210388.09,,true,,1782486948313,5eba78771e9247ac83bd385e11680eed88effb35
20260626T151548Z:RSO-0036:YES:31,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0036,Nebraska Senate Election Winner,Nebraska Senate Election Winner — Independent,Independent,US,us_senate,us_statewide,nebraska_senate_2026,634893,0x5554740293afa7aafd5fed10fd2de43a898e2884c1f98bd65185e703f371b9db,will-an-independent-win-the-nebraska-senate-race-in-2026,https://polymarket.com/event/will-an-independent-win-the-nebraska-senate-race-in-2026,YES,47975366268282823322598946778919483335780002591367838795894307024076579116518,Will an independent win the Nebraska Senate race in 2026?,NO_BIDS,,0.001,,,0.001,ask_only,0.001,,,1695.11,,,,5630.11,6075.09,6075.09,0,5416130.94,no_bids,true,,1782486945624,2087e1489c5f178ae2334b317c64008c6ab6fcbb
20260626T151548Z:RSO-0037:YES:32,20260626T151548Z,2026-06-26T15:15:48Z,RSO-0037,Nebraska Senate Election Winner,Nebraska Senate Election Winner — Democrat,Democrat,US,us_senate,us_statewide,nebraska_senate_2026,634891,0x12ac475399b12fd74917ccf0e29ce338eb4fc76c066cc8b56d01d2f9a2b17597,will-the-democrats-win-the-nebraska-senate-race-in-2026,https://polymarket.com/event/will-the-democrats-win-the-nebraska-senate-race-in-2026,YES,55269299240433422758148290868724152324629587438760275683104577693660207425448,Will the Democrats win the Nebraska Senate race in 2026?,OK,0.7,0.72,0.71,0.02,0.71,mid,0.72,0.7,65,4.71,1012.22,2134.71,2411.08,370.57,3293.25,5113.78,29027.6,22227.01,,true,,1782486947978,3ce7ed861e7a8134d92465de8ab76d4b543e7f59
